month,channel,total_revenue,total_orders,aov,total_spend,new_customers,existing_customers,new_customer_orders,existing_customer_orders,sessions,users,spend,impressions,clicks,returned_value,technology_spend,revenue_share,returns_value_dist,technology_spend_dist,net_revenue,roas,cac,conversion_rate,existing_revenue,new_revenue,year_month,ltv,net_revenue_calc,return_rate
2024-10-01,Paid Social,310000.0,2600.0,119.23,78000.0,1440.0,550.0,1460.0,1140.0,34000.0,30000.0,78000.0,2150000.0,43000.0,34000.0,19500.0,0.18684,6352.56,3643.38,303647.0,3.9743589743589745,54.166666666666664,0.07647058823529412,135922.2,174075.80000000002,2024-10,215.27777777777777,284147.44,0.020492129032258066
2024-10-01,TikTok,52000.0,400.0,130.0,44000.0,352.0,85.0,360.0,40.0,8500.0,8000.0,44000.0,1100000.0,11000.0,34000.0,19500.0,0.03134,1065.56,611.16,50934.0,1.1818181818181819,125.0,0.047058823529411764,5200.0,46800.0,2024-10,147.72727272727272,31434.440000000002,0.02049153846153846
2024-11-01,Affiliate,85000.0,720.0,118.06,17000.0,396.0,132.0,410.0,310.0,3800.0,3500.0,17000.0,850000.0,4250.0,35000.0,20000.0,0.04945,1730.75,989.0,83269.0,5.0,42.92929292929293,0.18947368421052632,36598.6,48404.6,2024-11,214.64646464646464,63269.25,0.020361764705882354
2024-11-01,Direct,245000.0,2000.0,122.5,0.0,1000.0,1500.0,1010.0,990.0,19000.0,17000.0,0.0,0.0,0.0,35000.0,20000.0,0.14252,4988.2,2850.4,240012.0,,0.0,0.10526315789473684,121275.0,123725.0,2024-11,245.0,220011.8,0.02036
2024-11-01,Email,380000.0,3400.0,111.76,7000.0,1200.0,4800.0,1210.0,2190.0,28000.0,23000.0,7000.0,350000.0,35000.0,35000.0,20000.0,0.22106,7737.1,4421.2,372263.0,54.285714285714285,5.833333333333333,0.12142857142857143,244754.40000000002,135229.6,2024-11,316.6666666666667,352262.9,0.02036078947368421
2024-11-01,Organic Social,170000.0,1600.0,106.25,3500.0,500.0,2000.0,505.0,1095.0,15000.0,13000.0,3500.0,175000.0,8750.0,35000.0,20000.0,0.0989,3461.5,1978.0,166539.0,48.57142857142857,7.0,0.10666666666666667,116343.75,53656.25,2024-11,340.0,146538.5,0.020361764705882354
2024-11-01,Paid Search,590000.0,4620.0,127.71,118000.0,2560.0,1000.0,2580.0,2040.0,42000.0,38000.0,118000.0,2360000.0,47200.0,35000.0,20000.0,0.34322,12012.7,6864.4,577987.0,5.0,46.09375,0.11,260528.4,329491.8,2024-11,230.46875,557987.3,0.020360508474576273
2024-11-01,Paid Social,320000.0,2700.0,118.52,80000.0,1480.0,560.0,1500.0,1200.0,35000.0,31000.0,80000.0,2200000.0,44000.0,35000.0,20000.0,0.18616,6515.6,3723.2,313484.0,4.0,54.054054054054056,0.07714285714285714,142224.0,177780.0,2024-11,216.21621621621622,293484.4,0.02036125
2024-11-01,TikTok,54000.0,420.0,128.57,46000.0,368.0,90.0,375.0,45.0,9000.0,8500.0,46000.0,1150000.0,11500.0,35000.0,20000.0,0.03141,1099.35,628.2,52901.0,1.173913043478261,125.0,0.04666666666666667,5785.65,48213.75,2024-11,146.7391304347826,32900.65,0.020358333333333332
2024-12-01,Affiliate,90000.0,750.0,120.0,18000.0,405.0,135.0,420.0,330.0,4000.0,3700.0,18000.0,900000.0,4500.0,38000.0,21000.0,0.04865,1848.7,1021.65,88151.0,5.0,44.44444444444444,0.1875,39600.0,50400.0,2024-12,222.22222222222223,67151.3,0.02054111111111111
2024-12-01,Direct,255000.0,2100.0,121.43,0.0,1020.0,1530.0,1030.0,1070.0,20000.0,18000.0,0.0,0.0,0.0,38000.0,21000.0,0.13765,5230.7,2890.65,249769.0,,0.0,0.105,129930.1,125072.90000000001,2024-12,250.0,228769.3,0.02051254901960784
2024-12-01,Email,400000.0,3600.0,111.11,7200.0,1220.0,4880.0,1230.0,2370.0,29000.0,24000.0,7200.0,380000.0,38000.0,38000.0,21000.0,0.21622,8216.4,4540.62,391784.0,55.55555555555556,5.901639344262295,0.12413793103448276,263330.7,136665.3,2024-12,327.8688524590164,370783.6,0.020541
2024-12-01,Organic Social,180000.0,1700.0,105.88,3600.0,510.0,2040.0,515.0,1185.0,16000.0,14000.0,3600.0,180000.0,9000.0,38000.0,21000.0,0.0973,3697.4,2043.3,176303.0,50.0,7.0588235294117645,0.10625,125467.79999999999,54528.2,2024-12,352.94117647058823,155302.6,0.02054111111111111
2024-12-01,Paid Search,620000.0,4800.0,129.17,124000.0,2600.0,1020.0,2620.0,2180.0,44000.0,40000.0,124000.0,2480000.0,49600.0,38000.0,21000.0,0.33514,12735.32,7037.94,607265.0,5.0,47.69230769230769,0.10909090909090909,281590.6,338425.39999999997,2024-12,238.46153846153845,586264.68,0.02054083870967742
2024-12-01,Paid Social,340000.0,2850.0,119.3,84000.0,1500.0,570.0,1520.0,1330.0,37000.0,33000.0,84000.0,2300000.0,46000.0,38000.0,21000.0,0.18378,6983.64,3859.38,333016.0,4.0476190476190474,56.0,0.07702702702702703,158669.0,181336.0,2024-12,226.66666666666666,312016.36,0.020540117647058823
2024-12-01,TikTok,58000.0,450.0,128.89,48000.0,384.0,95.0,390.0,60.0,9500.0,9000.0,48000.0,1200000.0,12000.0,38000.0,21000.0,0.03135,1191.3,658.35,56809.0,1.2083333333333333,125.0,0.04736842105263158,7733.4,50267.09999999999,2024-12,151.04166666666666,35808.7,0.020539655172413792
2025-01-01,Affiliate,88000.0,730.0,120.55,17600.0,414.0,138.0,425.0,305.0,3900.0,3600.0,17600.0,880000.0,4400.0,36000.0,20500.0,0.04949,1781.64,1014.55,86218.0,5.0,42.51207729468599,0.18717948717948718,36767.75,51233.75,2025-01,212.56038647342996,65718.36,0.020245909090909092
2025-01-01,Direct,250000.0,2050.0,121.95,0.0,1010.0,1515.0,1020.0,1030.0,19500.0,17500.0,0.0,0.0,0.0,36000.0,20500.0,0.1406,5061.6,2882.3,244938.0,,0.0,0.10512820512820513,125608.5,124389.0,2025-01,247.52475247524754,224438.4,0.0202464
2025-01-01,Email,390000.0,3500.0,111.43,7100.0,1210.0,4840.0,1220.0,2280.0,28500.0,23500.0,7100.0,360000.0,36000.0,36000.0,20500.0,0.21935,7896.6,4496.68,382103.0,54.929577464788736,5.867768595041323,0.12280701754385964,254060.40000000002,135944.6,2025-01,322.31404958677683,361603.4,0.02024769230769231
2025-01-01,Organic Social,175000.0,1650.0,106.06,3550.0,505.0,2020.0,510.0,1140.0,15500.0,13500.0,3550.0,177500.0,8875.0,36000.0,20500.0,0.09842,3543.12,2017.61,171457.0,49.29577464788732,7.02970297029703,0.1064516129032258,120908.40000000001,54090.6,2025-01,346.53465346534654,150956.88,0.020246399999999998
2025-01-01,Paid Search,605000.0,4710.0,128.45,121000.0,2580.0,1010.0,2600.0,2110.0,43000.0,39000.0,121000.0,2420000.0,48400.0,36000.0,20500.0,0.34027,12249.72,6975.54,592750.0,5.0,46.89922480620155,0.10953488372093023,271029.5,333969.99999999994,2025-01,234.49612403100775,572250.28,0.020247471074380165
2025-01-01,Paid Social,330000.0,2770.0,119.13,82000.0,1490.0,565.0,1510.0,1260.0,36000.0,32000.0,82000.0,2250000.0,45000.0,36000.0,20500.0,0.1856,6681.6,3804.8,323318.0,4.024390243902439,55.033557046979865,0.07694444444444444,150103.8,179886.3,2025-01,221.4765100671141,302818.4,0.02024727272727273
2025-01-01,TikTok,56000.0,435.0,128.74,47000.0,376.0,92.0,380.0,55.0,9200.0,8700.0,47000.0,1175000.0,11750.0,36000.0,20500.0,0.0315,1134.0,645.75,54866.0,1.1914893617021276,125.0,0.04728260869565217,7080.700000000001,48921.200000000004,2025-01,148.93617021276594,34366.0,0.02025
2025-02-01,Affiliate,92000.0,760.0,121.05,18400.0,423.0,141.0,435.0,325.0,4100.0,3800.0,18400.0,920000.0,4600.0,38000.0,21500.0,0.04949,1880.62,1063.54,90119.0,5.0,43.498817966903076,0.18536585365853658,39341.25,52656.75,2025-02,217.49408983451536,68619.38,0.020441521739130435
2025-02-01,Direct,260000.0,2150.0,120.93,0.0,1030.0,1545.0,1040.0,1110.0,20500.0,18500.0,0.0,0.0,0.0,38000.0,21500.0,0.13986,5314.68,3006.99,254685.0,,0.0,0.1048780487804878,134232.30000000002,125767.20000000001,2025-02,252.4271844660194,233185.32,0.020441076923076923
2025-02-01,Email,410000.0,3700.0,110.81,7300.0,1230.0,4920.0,1240.0,2460.0,29500.0,24500.0,7300.0,380000.0,38000.0,38000.0,21500.0,0.22055,8380.9,4741.83,401619.0,56.16438356164384,5.934959349593496,0.12542372881355932,272592.6,137404.4,2025-02,333.3333333333333,380119.1,0.02044121951219512
2025-02-01,Organic Social,185000.0,1750.0,105.71,3650.0,515.0,2060.0,520.0,1230.0,16500.0,14500.0,3650.0,187500.0,9375.0,38000.0,21500.0,0.09952,3781.76,2139.68,181218.0,50.68493150684932,7.087378640776699,0.10606060606060606,130023.29999999999,54969.2,2025-02,359.22330097087377,159718.24,0.020441945945945946
2025-02-01,Paid Search,630000.0,4900.0,128.57,126000.0,2620.0,1030.0,2640.0,2260.0,45000.0,41000.0,126000.0,2520000.0,50400.0,38000.0,21500.0,0.33889,12877.82,7286.14,617122.0,5.0,48.091603053435115,0.10888888888888888,290568.2,339424.8,2025-02,240.45801526717557,595622.18,0.020440984126984127
2025-02-01,Paid Social,345000.0,2880.0,119.79,85000.0,1510.0,575.0,1530.0,1350.0,37000.0,33000.0,85000.0,2350000.0,47000.0,38000.0,21500.0,0.18558,7052.04,3989.98,337948.0,4.0588235294117645,56.29139072847682,0.07783783783783783,161716.5,183278.7,2025-02,228.47682119205297,316447.96,0.020440695652173914
2025-02-01,TikTok,60000.0,460.0,130.43,50000.0,392.0,98.0,400.0,60.0,9800.0,9300.0,50000.0,1250000.0,12500.0,38000.0,21500.0,0.03227,1226.26,693.81,58774.0,1.2,127.55102040816327,0.04693877551020408,7825.8,52172.0,2025-02,153.0612244897959,37273.74,0.020437666666666666
2025-03-01,Affiliate,95000.0,780.0,121.79,19000.0,432.0,144.0,445.0,335.0,4200.0,3900.0,19000.0,950000.0,4750.0,40000.0,22000.0,0.04945,1978.0,1087.9,93022.0,5.0,43.98148148148148,0.18571428571428572,40799.65,54196.55,2025-03,219.90740740740742,71022.0,0.02082105263157895
2025-03-01,Direct,270000.0,2250.0,120.0,0.0,1050.0,1575.0,1060.0,1190.0,21000.0,19000.0,0.0,0.0,0.0,40000.0,22000.0,0.14056,5622.4,3092.32,264378.0,,0.0,0.10714285714285714,142800.0,127200.0,2025-03,257.14285714285717,242377.59999999998,0.020823703703703702
2025-03-01,Email,430000.0,3900.0,110.26,7500.0,1250.0,5000.0,1260.0,2640.0,30000.0,25000.0,7500.0,400000.0,40000.0,40000.0,22000.0,0.22384,8953.6,4924.48,421046.0,57.333333333333336,6.0,0.13,291086.4,138927.6,2025-03,344.0,399046.4,0.02082232558139535
2025-03-01,Organic Social,195000.0,1850.0,105.41,3750.0,525.0,2100.0,530.0,1320.0,17000.0,15000.0,3750.0,197500.0,9875.0,40000.0,22000.0,0.10151,4060.4,2233.22,190940.0,52.0,7.142857142857143,0.10882352941176471,139141.19999999998,55867.299999999996,2025-03,371.42857142857144,168939.6,0.0208225641025641
2025-03-01,Paid Search,655000.0,5100.0,128.43,131000.0,2660.0,1050.0,2680.0,2420.0,46000.0,42000.0,131000.0,2620000.0,52400.0,40000.0,22000.0,0.34098,13639.2,7401.56,641361.0,5.0,49.24812030075188,0.1108695652173913,310800.60000000003,344192.4,2025-03,246.2406015037594,619360.8,0.020823206106870232
2025-03-01,Paid Social,360000.0,3000.0,120.0,88000.0,1530.0,580.0,1550.0,1450.0,38000.0,34000.0,88000.0,2450000.0,49000.0,40000.0,22000.0,0.1874,7496.0,4122.8,352504.0,4.090909090909091,57.51633986928105,0.07894736842105263,174000.0,186000.0,2025-03,235.2941176470588,330504.0,0.02082222222222222
2025-03-01,TikTok,64000.0,480.0,133.33,52000.0,408.0,102.0,415.0,65.0,10200.0,9700.0,52000.0,1300000.0,13000.0,40000.0,22000.0,0.03332,1332.8,733.04,62667.0,1.2307692307692308,127.45098039215686,0.047058823529411764,8666.45,55331.950000000004,2025-03,156.86274509803923,40667.2,0.020825
2025-04-01,Affiliate,98000.0,800.0,122.5,19600.0,441.0,147.0,455.0,345.0,4300.0,4000.0,19600.0,980000.0,4900.0,42000.0,22500.0,0.04952,2079.84,1114.2,95920.0,5.0,44.44444444444444,0.18604651162790697,42262.5,55737.5,2025-04,222.22222222222223,73420.16,0.021222857142857144
2025-04-01,Direct,280000.0,2350.0,119.15,0.0,1070.0,1605.0,1080.0,1270.0,21500.0,19500.0,0.0,0.0,0.0,42000.0,22500.0,0.14148,5942.16,3183.3,274058.0,,0.0,0.10930232558139535,151320.5,128682.0,2025-04,261.68224299065423,251557.84000000003,0.021221999999999998
2025-04-01,Email,450000.0,4100.0,109.76,7700.0,1270.0,5080.0,1280.0,2820.0,30500.0,25500.0,7700.0,420000.0,42000.0,42000.0,22500.0,0.22739,9550.38,5116.28,440449.0,58.44155844155844,6.062992125984252,0.13442622950819672,309523.2,140492.80000000002,2025-04,354.3307086614173,417949.62,0.021223066666666665
2025-04-01,Organic Social,205000.0,1950.0,105.13,3850.0,535.0,2140.0,540.0,1410.0,17500.0,15500.0,3850.0,207500.0,10375.0,42000.0,22500.0,0.10359,4350.78,2330.78,200649.0,53.246753246753244,7.196261682242991,0.11142857142857143,148233.3,56770.2,2025-04,383.1775700934579,178149.22,0.021223317073170732
2025-04-01,Paid Search,680000.0,5300.0,128.3,136000.0,2700.0,1070.0,2720.0,2580.0,47000.0,43000.0,136000.0,2720000.0,54400.0,42000.0,22500.0,0.34361,14431.62,7731.23,665568.0,5.0,50.370370370370374,0.1127659574468085,331014.00000000006,348976.00000000006,2025-04,251.85185185185185,643068.38,0.021222970588235295
2025-04-01,Paid Social,375000.0,3120.0,120.19,91000.0,1550.0,590.0,1570.0,1550.0,39000.0,35000.0,91000.0,2550000.0,51000.0,42000.0,22500.0,0.18949,7958.58,4263.53,367041.0,4.1208791208791204,58.70967741935484,0.08,186294.5,188698.3,2025-04,241.93548387096774,344541.42,0.02122288
2025-04-01,TikTok,68000.0,500.0,136.0,54000.0,424.0,106.0,430.0,70.0,10500.0,10000.0,54000.0,1350000.0,13500.0,42000.0,22500.0,0.03436,1443.16,773.12,66557.0,1.2592592592592593,127.35849056603773,0.047619047619047616,9520.0,58480.0,2025-04,160.37735849056602,44056.84,0.02122294117647059
2025-05-01,Affiliate,100000.0,820.0,121.95,20000.0,450.0,150.0,465.0,355.0,4400.0,4100.0,20000.0,1000000.0,5000.0,44000.0,23000.0,0.04948,2177.12,1138.04,97823.0,5.0,44.44444444444444,0.18636363636363637,43292.25,56706.75,2025-05,222.22222222222223,74822.88,0.021771199999999997
2025-05-01,Direct,290000.0,2450.0,118.37,0.0,1090.0,1635.0,1100.0,1350.0,22000.0,20000.0,0.0,0.0,0.0,44000.0,23000.0,0.14349,6313.56,3290.27,283686.0,,0.0,0.11136363636363636,159799.5,130207.0,2025-05,266.0550458715596,260686.44,0.02177089655172414
2025-05-01,Email,470000.0,4300.0,109.3,7900.0,1290.0,5160.0,1300.0,3000.0,31000.0,26000.0,7900.0,440000.0,44000.0,44000.0,23000.0,0.23256,10232.6,5348.88,459767.0,59.49367088607595,6.124031007751938,0.13870967741935483,327900.0,142090.0,2025-05,364.3410852713178,436767.4,0.021771489361702128
2025-05-01,Organic Social,215000.0,2050.0,104.88,3950.0,545.0,2180.0,550.0,1500.0,18000.0,16000.0,3950.0,217500.0,10875.0,44000.0,23000.0,0.10638,4680.72,2446.74,210319.0,54.43037974683544,7.247706422018348,0.11388888888888889,157320.0,57684.0,2025-05,394.4954128440367,187319.28,0.02177079069767442
2025-05-01,Paid Search,705000.0,5500.0,128.18,141000.0,2740.0,1090.0,2760.0,2740.0,48000.0,44000.0,141000.0,2820000.0,56400.0,44000.0,23000.0,0.34884,15348.88,8023.32,689651.0,5.0,51.45985401459854,0.11458333333333333,351213.2,353776.80000000005,2025-05,257.2992700729927,666651.12,0.0217714609929078
2025-05-01,Paid Social,390000.0,3240.0,120.37,94000.0,1570.0,600.0,1590.0,1650.0,40000.0,36000.0,94000.0,2650000.0,53000.0,44000.0,23000.0,0.19297,8490.68,4438.31,381509.0,4.148936170212766,59.87261146496815,0.081,198610.5,191388.30000000002,2025-05,248.40764331210192,358509.32,0.02177097435897436
2025-05-01,TikTok,71000.0,520.0,136.54,56000.0,440.0,110.0,445.0,75.0,11000.0,10500.0,56000.0,1400000.0,14000.0,44000.0,23000.0,0.03513,1545.72,807.99,69454.0,1.2678571428571428,127.27272727272727,0.04727272727272727,10240.5,60760.299999999996,2025-05,161.36363636363637,46454.28,0.021770704225352114
2023-01-01,Affiliate,60000.0,500.0,120.0,12000.0,285.0,95.0,290.0,210.0,2700.0,2400.0,12000.0,600000.0,3000.0,24000.0,14500.0,0.04898,1175.52,700.21,58824.0,5.0,42.10526315789474,0.18518518518518517,25200.0,34800.0,2023-01,210.52631578947367,44324.48,0.019592
2023-01-01,Direct,180000.0,1400.0,128.57,0.0,750.0,1125.0,760.0,640.0,13000.0,11000.0,0.0,0.0,0.0,24000.0,14500.0,0.14693,3526.32,2120.48,176474.0,,0.0,0.1076923076923077,82284.79999999999,97713.2,2023-01,240.0,161973.68,0.019590666666666666
2023-01-01,Email,260000.0,2300.0,113.04,4800.0,950.0,3800.0,960.0,1340.0,22000.0,17000.0,4800.0,240000.0,24000.0,24000.0,14500.0,0.21224,5093.76,3077.48,254906.0,54.166666666666664,5.052631578947368,0.10454545454545454,151473.6,108518.40000000001,2023-01,273.6842105263158,240406.24,0.019591384615384615
2023-01-01,Organic Social,110000.0,1000.0,110.0,2400.0,380.0,1520.0,385.0,615.0,9000.0,7000.0,2400.0,120000.0,6000.0,24000.0,14500.0,0.0898,2155.2,1292.1,107845.0,45.833333333333336,6.315789473684211,0.1111111111111111,67650.0,42350.0,2023-01,289.4736842105263,93344.8,0.019592727272727272
2023-01-01,Paid Search,420000.0,3200.0,131.25,84000.0,1900.0,760.0,1920.0,1280.0,30000.0,26000.0,84000.0,1680000.0,33600.0,24000.0,14500.0,0.34286,8228.64,4971.48,411771.0,5.0,44.21052631578947,0.10666666666666667,168000.0,252000.0,2023-01,221.05263157894737,397271.36,0.019592
2023-01-01,Paid Social,200000.0,1600.0,125.0,55000.0,1028.0,412.0,1040.0,560.0,23000.0,19000.0,55000.0,1500000.0,30000.0,24000.0,14500.0,0.16327,3918.48,2367.41,196081.0,3.6363636363636362,53.50194552529183,0.06956521739130435,70000.0,130000.0,2023-01,194.55252918287937,181581.52,0.0195924
2023-02-01,Affiliate,62000.0,520.0,119.23,12400.0,294.0,98.0,300.0,220.0,2800.0,2500.0,12400.0,620000.0,3100.0,25000.0,15000.0,0.04928,1232.0,739.2,60768.0,5.0,42.17687074829932,0.18571428571428572,26230.600000000002,35769.0,2023-02,210.8843537414966,45768.0,0.019870967741935485
2023-02-01,Direct,185000.0,1450.0,127.59,0.0,770.0,1155.0,780.0,670.0,13500.0,11500.0,0.0,0.0,0.0,25000.0,15000.0,0.14706,3676.5,2205.9,181324.0,,0.0,0.10740740740740741,85485.3,99520.2,2023-02,240.25974025974025,166323.5,0.019872972972972972
2023-02-01,Email,270000.0,2400.0,112.5,5000.0,970.0,3880.0,980.0,1420.0,22500.0,17500.0,5000.0,250000.0,25000.0,25000.0,15000.0,0.21462,5365.5,3219.3,264635.0,54.0,5.154639175257732,0.10666666666666667,159750.0,110250.0,2023-02,278.35051546391753,249634.5,0.01987222222222222
2023-02-01,Organic Social,115000.0,1050.0,109.52,2500.0,390.0,1560.0,395.0,655.0,9500.0,7500.0,2500.0,125000.0,6250.0,25000.0,15000.0,0.09141,2285.25,1371.15,112715.0,46.0,6.410256410256411,0.11052631578947368,71735.59999999999,43260.4,2023-02,294.87179487179486,97714.75,0.019871739130434784
2023-02-01,Paid Search,435000.0,3300.0,131.82,87000.0,1950.0,780.0,1970.0,1330.0,31000.0,27000.0,87000.0,1740000.0,34800.0,25000.0,15000.0,0.34579,8644.75,5186.85,426355.0,5.0,44.61538461538461,0.1064516129032258,175320.59999999998,259685.4,2023-02,223.07692307692307,411355.25,0.019872988505747126
2023-02-01,Paid Social,210000.0,1650.0,127.27,58000.0,1057.0,423.0,1070.0,580.0,24000.0,20000.0,58000.0,1550000.0,31000.0,25000.0,15000.0,0.16693,4173.25,2503.95,205827.0,3.6206896551724137,54.87228003784295,0.06875,73816.59999999999,136178.9,2023-02,198.67549668874173,190826.75,0.01987261904761905
2023-03-01,Affiliate,64000.0,540.0,118.52,12800.0,303.0,101.0,310.0,230.0,2900.0,2600.0,12800.0,640000.0,3200.0,26000.0,15500.0,0.04946,1285.96,766.62,62714.0,5.0,42.244224422442244,0.18620689655172415,27259.6,36741.2,2023-03,211.22112211221122,47214.04,0.020093125
2023-03-01,Direct,190000.0,1500.0,126.67,0.0,790.0,1185.0,800.0,700.0,14000.0,12000.0,0.0,0.0,0.0,26000.0,15500.0,0.14687,3818.62,2276.48,186181.0,,0.0,0.10714285714285714,88669.0,101336.0,2023-03,240.50632911392404,170681.38,0.020097999999999998
2023-03-01,Email,280000.0,2500.0,112.0,5200.0,990.0,3960.0,1000.0,1500.0,23000.0,18000.0,5200.0,260000.0,26000.0,26000.0,15500.0,0.21646,5627.96,3355.13,274372.0,53.84615384615385,5.252525252525253,0.10869565217391304,168000.0,112000.0,2023-03,282.82828282828285,258872.03999999998,0.02009985714285714
2023-03-01,Organic Social,120000.0,1100.0,109.09,2600.0,400.0,1600.0,405.0,695.0,10000.0,8000.0,2600.0,130000.0,6500.0,26000.0,15500.0,0.09274,2411.24,1437.47,117589.0,46.15384615384615,6.5,0.11,75817.55,44181.450000000004,2023-03,300.0,102088.76,0.020093666666666666
2023-03-01,Paid Search,450000.0,3400.0,132.35,90000.0,2000.0,800.0,2020.0,1380.0,32000.0,28000.0,90000.0,1800000.0,36000.0,26000.0,15500.0,0.34795,9046.7,5393.23,440953.0,5.0,45.0,0.10625,182643.0,267347.0,2023-03,225.0,425453.3,0.02010377777777778
2023-03-01,Paid Social,220000.0,1700.0,129.41,60000.0,1086.0,434.0,1100.0,600.0,25000.0,21000.0,60000.0,1600000.0,32000.0,26000.0,15500.0,0.16999,4419.74,2634.85,215580.0,3.6666666666666665,55.248618784530386,0.068,77646.0,142351.0,2023-03,202.57826887661142,200080.26,0.020089727272727273
2023-04-01,Affiliate,66000.0,560.0,117.86,13200.0,312.0,104.0,320.0,240.0,3000.0,2700.0,13200.0,660000.0,3300.0,27000.0,16000.0,0.04966,1340.82,794.56,64659.0,5.0,42.30769230769231,0.18666666666666668,28286.4,37715.2,2023-04,211.53846153846155,48659.18,0.020315454545454543
2023-04-01,Direct,195000.0,1550.0,125.81,0.0,810.0,1215.0,820.0,730.0,14500.0,12500.0,0.0,0.0,0.0,27000.0,16000.0,0.14671,3961.17,2347.36,191039.0,,0.0,0.10689655172413794,91841.3,103164.2,2023-04,240.74074074074073,175038.83,0.020313692307692307
2023-04-01,Email,290000.0,2600.0,111.54,5400.0,1010.0,4040.0,1020.0,1580.0,23500.0,18500.0,5400.0,270000.0,27000.0,27000.0,16000.0,0.21818,5890.86,3490.88,284109.0,53.7037037037037,5.346534653465347,0.11063829787234042,176233.2,113770.8,2023-04,287.1287128712871,268109.14,0.020313310344827584
2023-04-01,Organic Social,125000.0,1150.0,108.7,2700.0,410.0,1640.0,415.0,735.0,10500.0,8500.0,2700.0,135000.0,6750.0,27000.0,16000.0,0.09406,2539.62,1504.96,122460.0,46.2962962962963,6.585365853658536,0.10952380952380952,79894.5,45110.5,2023-04,304.8780487804878,106460.38,0.02031696
2023-04-01,Paid Search,465000.0,3500.0,132.86,93000.0,2050.0,820.0,2070.0,1430.0,33000.0,29000.0,93000.0,1860000.0,37200.0,27000.0,16000.0,0.35,9450.0,5600.0,455550.0,5.0,45.36585365853659,0.10606060606060606,189989.80000000002,275020.2,2023-04,226.82926829268294,439550.0,0.02032258064516129
2023-04-01,Paid Social,230000.0,1750.0,131.43,62000.0,1114.0,446.0,1130.0,620.0,26000.0,22000.0,62000.0,1650000.0,33000.0,27000.0,16000.0,0.17306,4672.62,2768.96,225327.0,3.7096774193548385,55.65529622980252,0.0673076923076923,81486.6,148515.9,2023-04,206.46319569120288,209327.38,0.020315739130434784
2023-05-01,Affiliate,68000.0,580.0,117.24,13600.0,321.0,107.0,330.0,250.0,3100.0,2800.0,13600.0,680000.0,3400.0,28000.0,16500.0,0.04985,1395.8,822.53,66604.0,5.0,42.36760124610592,0.1870967741935484,29310.0,38689.2,2023-05,211.8380062305296,50104.2,0.020526470588235292
2023-05-01,Direct,200000.0,1600.0,125.0,0.0,830.0,1245.0,840.0,760.0,15000.0,13000.0,0.0,0.0,0.0,28000.0,16500.0,0.14666,4106.48,2419.89,195893.0,,0.0,0.10666666666666667,95000.0,105000.0,2023-05,240.96385542168676,179393.52,0.0205324
2023-05-01,Email,300000.0,2700.0,111.11,5600.0,1030.0,4120.0,1040.0,1660.0,24000.0,19000.0,5600.0,280000.0,28000.0,28000.0,16500.0,0.21994,6158.32,3628.01,293842.0,53.57142857142857,5.436893203883495,0.1125,184442.6,115554.4,2023-05,291.2621359223301,277341.68,0.020527733333333333
2023-05-01,Organic Social,130000.0,1200.0,108.33,2800.0,420.0,1680.0,425.0,775.0,11000.0,9000.0,2800.0,140000.0,7000.0,28000.0,16500.0,0.09531,2668.68,1572.61,127331.0,46.42857142857143,6.666666666666667,0.10909090909090909,83955.75,46040.25,2023-05,309.5238095238095,110831.32,0.02052830769230769
2023-05-01,Paid Search,480000.0,3600.0,133.33,96000.0,2100.0,840.0,2120.0,1480.0,34000.0,30000.0,96000.0,1920000.0,38400.0,28000.0,16500.0,0.35198,9855.44,5807.67,470145.0,5.0,45.714285714285715,0.10588235294117647,197328.40000000002,282659.60000000003,2023-05,228.57142857142858,453644.56,0.020532166666666667
2023-05-01,Paid Social,240000.0,1800.0,133.33,64000.0,1143.0,457.0,1160.0,640.0,27000.0,23000.0,64000.0,1700000.0,34000.0,28000.0,16500.0,0.17596,4926.88,2903.34,235073.0,3.75,55.99300087489064,0.06666666666666667,85331.20000000001,154662.80000000002,2023-05,209.9737532808399,218573.12,0.020528666666666667
2023-06-01,Affiliate,70000.0,600.0,116.67,14000.0,330.0,110.0,340.0,260.0,3200.0,2900.0,14000.0,700000.0,3500.0,29000.0,17000.0,0.04968,1440.72,844.56,68559.0,5.0,42.42424242424242,0.1875,30334.2,39667.8,2023-06,212.12121212121212,51559.28,0.020581714285714287
2023-06-01,Direct,205000.0,1650.0,124.24,0.0,850.0,1275.0,860.0,790.0,15500.0,13500.0,0.0,0.0,0.0,29000.0,17000.0,0.1455,4219.5,2473.5,200781.0,,0.0,0.1064516129032258,98149.59999999999,106846.4,2023-06,241.1764705882353,183780.5,0.020582926829268294
2023-06-01,Email,310000.0,2800.0,110.71,5800.0,1050.0,4200.0,1060.0,1740.0,24500.0,19500.0,5800.0,290000.0,29000.0,29000.0,17000.0,0.21987,6376.23,3737.79,303624.0,53.44827586206897,5.523809523809524,0.11428571428571428,192635.4,117352.59999999999,2023-06,295.23809523809524,286623.77,0.02056848387096774
2023-06-01,Organic Social,135000.0,1250.0,108.0,2900.0,430.0,1720.0,435.0,815.0,11500.0,9500.0,2900.0,145000.0,7250.0,29000.0,17000.0,0.09574,2776.46,1627.58,132224.0,46.55172413793103,6.744186046511628,0.10869565217391304,88020.0,46980.0,2023-06,313.95348837209303,115223.54000000001,0.02056637037037037
