month,channel,total_revenue,total_orders,aov,total_spend,new_customers,existing_customers,new_customer_orders,existing_customer_orders,sessions,users,spend,impressions,clicks,returned_value,technology_spend,revenue_share,returns_value_dist,technology_spend_dist,net_revenue
9/1/2023,Paid Social,280000,2000,140,72000,1260,500,1280,720,31000,27000,72000,1900000,38000,32000,18500,0.18328,5864.96,3390.68,274135
10/1/2023,Affiliate,78000,680,114.71,15600,366,122,380,300,3600,3300,15600,780000,3900,33000,19000,0.04981,1643.73,946.39,76356
10/1/2023,Direct,225000,1850,121.62,0,930,1395,940,910,17500,15500,0,0,0,33000,19000,0.14368,4741.44,2730,220259
10/1/2023,Email,350000,3200,109.38,6600,1130,4520,1140,2060,26500,21500,6600,330000,33000,33000,19000,0.22345,7373.85,4245.55,342626
10/1/2023,Organic Social,155000,1450,106.9,3300,470,1880,475,975,13500,11500,3300,165000,8250,33000,19000,0.09892,3264.36,1879.48,151736
10/1/2023,Paid Search,555000,4100,135.37,111000,2350,940,2370,1730,39000,35000,111000,2220000,44400,33000,19000,0.35444,11696.52,6734.36,543303
10/1/2023,Paid Social,290000,2050,141.46,74000,1290,510,1310,740,32000,28000,74000,1950000,39000,33000,19000,0.1852,5911.68,3401,284088
11/1/2023,Affiliate,80000,700,114.29,16000,375,125,390,310,3700,3400,16000,800000,4000,34000,19500,0.04972,1690.48,969.54,78310
11/1/2023,Direct,230000,1900,121.05,0,950,1425,960,940,18000,16000,0,0,0,34000,19500,0.14298,4861.32,2788.11,225139
11/1/2023,Email,360000,3300,109.09,6800,1150,4600,1160,2140,27000,22000,6800,340000,34000,34000,19500,0.22374,7607.16,4362.93,352393
11/1/2023,Organic Social,160000,1500,106.67,3400,480,1920,485,1015,14000,12000,3400,170000,8500,34000,19500,0.09944,3380.96,1939.08,156619
11/1/2023,Paid Search,570000,4200,135.71,114000,2400,960,2420,1780,40000,36000,114000,2280000,45600,34000,19500,0.35426,12044.84,6908.07,557955
11/1/2023,Paid Social,300000,2100,142.86,76000,1320,520,1340,760,33000,29000,76000,2000000,40000,34000,19500,0.18648,6340.32,3636.36,293660
12/1/2023,Affiliate,85000,720,118.06,17000,384,128,400,320,3800,3500,17000,850000,4250,35000,20000,0.04945,1730.75,989,83269
12/1/2023,Direct,240000,1950,123.08,0,970,1455,980,970,18500,16500,0,0,0,35000,20000,0.13962,4886.7,2792.4,235113
12/1/2023,Email,380000,3400,111.76,7000,1170,4680,1180,2220,27500,22500,7000,350000,35000,35000,20000,0.22106,7737.1,4421.2,372263
12/1/2023,Organic Social,165000,1550,106.45,3500,490,1960,495,1055,14500,12500,3500,175000,8750,35000,20000,0.09598,3359.3,1919.6,161641
12/1/2023,Paid Search,590000,4300,137.21,118000,2450,980,2470,1830,41000,37000,118000,2360000,47200,35000,20000,0.34322,12012.7,6864.4,577987
12/1/2023,Paid Social,310000,2150,144.19,78000,1350,530,1370,780,34000,30000,78000,2050000,41000,35000,20000,0.18034,6311.9,3606.8,303688
1/1/2022,Affiliate,58000,480,120.83,11600,276,92,280,200,2600,2300,11600,580000,2900,23000,14000,0.04895,1125.85,685.3,56874
1/1/2022,Direct,175000,1350,129.63,0,720,1080,730,620,12500,10500,0,0,0,23000,14000,0.14768,3396.64,2067.52,171603
1/1/2022,Email,250000,2200,113.64,4600,920,3680,930,1270,21000,16000,4600,230000,23000,23000,14000,0.21105,4854.15,2954.7,245146
1/1/2022,Organic Social,105000,950,110.53,2300,370,1480,375,575,8500,6500,2300,115000,5750,23000,14000,0.08861,2038.03,1240.54,102962
1/1/2022,Paid Search,400000,3000,133.33,80000,1800,720,1820,1180,28000,24000,80000,1600000,32000,23000,14000,0.33754,7763.42,4725.56,392237
1/1/2022,Paid Social,195000,1500,130,52000,989,396,1000,500,22000,18000,52000,1450000,29000,23000,14000,0.16458,3785.34,2304.12,191215
2/1/2022,Affiliate,59000,490,120.41,11800,282,94,290,200,2650,2350,11800,590000,2950,23500,14250,0.04892,1149.62,697.11,57850
2/1/2022,Direct,178000,1380,128.99,0,735,1102,745,635,12800,10800,0,0,0,23500,14250,0.1476,3468.6,2103.3,174531
2/1/2022,Email,255000,2250,113.33,4700,935,3740,945,1305,21500,16500,4700,235000,23500,23500,14250,0.21144,4968.84,3013.02,250031
2/1/2022,Organic Social,107000,970,110.31,2350,378,1512,385,585,8700,6700,2350,117000,5850,23500,14250,0.08872,2085.02,1264.26,104915
2/1/2022,Paid Search,408000,3060,133.33,81600,1836,734,1850,1210,28600,24600,81600,1632000,32640,23500,14250,0.33832,7940.52,4820.82,400059
2/1/2022,Paid Social,198000,1530,129.41,53000,1000,400,1010,520,22500,18500,53000,1480000,29600,23500,14250,0.16419,3858.47,2339.21,194142
3/1/2022,Affiliate,60000,500,120,12000,288,96,295,205,2700,2400,12000,600000,3000,24000,14500,0.04898,1175.52,709.79,58824
3/1/2022,Direct,181000,1410,128.37,0,750,1125,760,650,13100,11100,0,0,0,24000,14500,0.14771,3545.04,2141.8,177455
3/1/2022,Email,260000,2300,113.04,4800,950,3800,960,1340,22000,17000,4800,240000,24000,24000,14500,0.21224,5093.76,3077.48,254906
3/1/2022,Organic Social,109000,990,110.1,2400,387,1548,395,595,8900,6900,2400,119000,5950,24000,14500,0.08897,2135.28,1289.07,106865
3/1/2022,Paid Search,416000,3120,133.33,83200,1872,749,1890,1230,29200,25200,83200,1664000,33280,24000,14500,0.33956,8149.44,4923.62,407851
3/1/2022,Paid Social,201000,1560,128.85,54000,1014,406,1025,535,23000,19000,54000,1510000,30200,24000,14500,0.16409,3938.16,2379.3,197062
4/1/2022,Affiliate,61000,510,119.61,12200,294,98,300,210,2750,2450,12200,610000,3050,24500,14750,0.04904,1201.48,723.34,59799
4/1/2022,Direct,184000,1440,127.78,0,765,1147,775,665,13400,11400,0,0,0,24500,14750,0.14791,3623.8,2181.67,180376
4/1/2022,Email,265000,2350,112.77,4900,965,3860,975,1375,22500,17500,4900,245000,24500,24500,14750,0.21302,5218.99,3142.05,259781
4/1/2022,Organic Social,111000,1010,109.9,2450,396,1584,405,605,9100,7100,2450,121000,6050,24500,14750,0.08923,2186.14,1316.14,108814
4/1/2022,Paid Search,424000,3180,133.33,84800,1908,763,1925,1255,29800,25800,84800,1696000,33920,24500,14750,0.34084,8350.58,5027.39,415649
4/1/2022,Paid Social,204000,1590,128.3,55000,1029,411,1040,550,23500,19500,55000,1540000,30800,24500,14750,0.16396,4017.02,2418.42,199983
5/1/2022,Affiliate,62000,520,119.23,12400,300,100,305,215,2800,2500,12400,620000,3100,25000,15000,0.04905,1226.25,735.75,60774
5/1/2022,Direct,187000,1470,127.21,0,780,1170,790,680,13700,11700,0,0,0,25000,15000,0.14798,3699.5,2219.7,183301
5/1/2022,Email,270000,2400,112.5,5000,980,3920,990,1410,23000,18000,5000,250000,25000,25000,15000,0.21364,5341,3204.6,264659
5/1/2022,Organic Social,113000,1030,109.71,2500,405,1620,415,615,9300,7300,2500,123000,6150,25000,15000,0.0894,2235,1341,110765
5/1/2022,Paid Search,432000,3240,133.33,86400,1944,778,1960,1280,30400,26400,86400,1728000,34560,25000,15000,0.34173,8543.25,5125.95,423457
5/1/2022,Paid Social,207000,1620,127.78,56000,1044,417,1055,565,24000,20000,56000,1570000,31400,25000,15000,0.16371,4092.75,2455.65,202907
6/1/2022,Affiliate,63000,530,118.87,12600,306,102,310,220,2850,2550,12600,630000,3150,25500,15250,0.04899,1249.25,747.1,61751
6/1/2022,Direct,190000,1500,126.67,0,795,1192,805,695,14000,12000,0,0,0,25500,15250,0.14775,3767.63,2253.19,186232
6/1/2022,Email,275000,2450,112.24,5100,995,3980,1005,1445,23500,18500,5100,255000,25500,25500,15250,0.21384,5452.92,3260.77,269547
6/1/2022,Organic Social,115000,1050,109.52,2550,414,1656,425,625,9500,7500,2550,125000,6250,25500,15250,0.08943,2280.46,1363.82,112719
6/1/2022,Paid Search,440000,3300,133.33,88000,1980,792,2000,1300,31000,27000,88000,1760000,35200,25500,15250,0.34215,8724.83,5217.58,431275
6/1/2022,Paid Social,210000,1650,127.27,57000,1059,423,1070,580,24500,20500,57000,1600000,32000,25500,15250,0.16328,4163.64,2490.54,205836
7/1/2022,Affiliate,64000,540,118.52,12800,312,104,315,225,2900,2600,12800,640000,3200,26000,15500,0.04893,1272.18,758.42,62728
7/1/2022,Direct,193000,1530,126.14,0,810,1215,820,710,14300,12300,0,0,0,26000,15500,0.14759,3837.34,2287.65,189163
7/1/2022,Email,280000,2500,112,5200,1010,4040,1020,1480,24000,19000,5200,260000,26000,26000,15500,0.21415,5567.9,3319.33,274432
7/1/2022,Organic Social,117000,1070,109.35,2600,423,1692,435,635,9700,7700,2600,127000,6350,26000,15500,0.08945,2325.7,1386.48,114674
7/1/2022,Paid Search,448000,3360,133.33,89600,2016,806,2035,1325,31600,27600,89600,1792000,35840,26000,15500,0.3427,8900.2,5311.85,439090
7/1/2022,Paid Social,213000,1680,126.79,58000,1074,429,1085,595,25000,21000,58000,1630000,32600,26000,15500,0.16288,4234.88,2524.64,208765
8/1/2022,Affiliate,65000,550,118.18,13000,318,106,320,230,2950,2650,13000,650000,3250,26500,15750,0.04877,1292.42,768.17,63708
8/1/2022,Direct,196000,1560,125.64,0,825,1237,835,725,14600,12600,0,0,0,26500,15750,0.14704,3901.56,2315.89,192098
8/1/2022,Email,285000,2550,111.76,5300,1025,4100,1035,1515,24500,19500,5300,265000,26500,26500,15750,0.2138,5665.7,3367.35,279334
8/1/2022,Organic Social,119000,1090,109.17,2650,432,1728,445,645,9900,7900,2650,129000,6450,26500,15750,0.08927,2365.66,1406.01,116634
8/1/2022,Paid Search,456000,3420,133.33,91200,2052,821,2070,1350,32200,28200,91200,1824000,36480,26500,15750,0.34212,9066.18,5389.38,446934
8/1/2022,Paid Social,216000,1710,126.32,59000,1089,435,1100,610,25500,21500,59000,1660000,33200,26500,15750,0.16204,4294.06,2552.13,211706
9/1/2022,Affiliate,66000,560,117.86,13200,324,108,325,235,3000,2700,13200,660000,3300,27000,16000,0.04857,1311.39,777.12,64689
9/1/2022,Direct,199000,1590,125.16,0,840,1260,850,740,14900,12900,0,0,0,27000,16000,0.14643,3953.61,2342.88,195046
9/1/2022,Email,290000,2600,111.54,5400,1040,4160,1050,1550,25000,20000,5400,270000,27000,27000,16000,0.21339,5761.53,3414.24,284238
9/1/2022,Paid Search,464000,3480,133.33,92800,2088,835,2105,1375,32800,28800,92800,1856000,37120,27000,16000,0.34141,9218.07,5462.56,454782
9/1/2022,Paid Social,219000,1740,125.86,60000,1104,441,1115,625,26000,22000,60000,1690000,33800,27000,16000,0.16115,4351.05,2578.4,214649
10/1/2022,Affiliate,67000,570,117.54,13400,330,110,330,240,3050,2750,13400,670000,3350,27500,16250,0.04859,1336.23,789.71,65664
10/1/2022,Direct,202000,1620,124.69,0,855,1282,865,755,15200,13200,0,0,0,27500,16250,0.14648,4028.2,2380.06,197972
10/1/2022,Email,295000,2650,111.32,5500,1055,4220,1065,1585,25500,20500,5500,275000,27500,27500,16250,0.21392,5882.8,3476.21,289117
10/1/2022,Organic Social,123000,1120,109.82,2700,420,1680,420,700,10200,8200,2700,132000,6600,27500,16250,0.0892,2453,1449.5,120547
10/1/2022,Paid Search,472000,3540,133.33,94400,2124,850,2140,1400,33400,29400,94400,1888000,37760,27500,16250,0.34227,9412.43,5561.89,462588
10/1/2022,Paid Social,222000,1770,125.42,61000,1119,447,1130,640,26500,22500,61000,1720000,34400,27500,16250,0.16099,4427.23,2616.09,217573
11/1/2022,Affiliate,68000,580,117.24,13600,336,112,335,245,3100,2800,13600,680000,3400,28000,16500,0.04847,1357.16,800,66643
11/1/2022,Direct,205000,1650,124.24,0,870,1305,880,770,15500,13500,0,0,0,28000,16500,0.14615,4092.2,2411.48,200908
11/1/2022,Email,300000,2700,111.11,5600,1070,4280,1080,1620,26000,21000,5600,280000,28000,28000,16500,0.21389,5988.92,3529.19,294011
11/1/2022,Organic Social,125000,1150,108.7,2750,430,1720,430,720,10500,8500,2750,135000,6750,28000,16500,0.0891,2494.8,1470.15,122505
11/1/2022,Paid Search,480000,3600,133.33,96000,2160,864,2180,1420,34000,30000,96000,1920000,38400,28000,16500,0.34219,9581.32,5646.14,470419
11/1/2022,Paid Social,225000,1800,125,62000,1134,454,1145,655,27000,23000,62000,1750000,35000,28000,16500,0.1604,4491.2,2646.6,220509
12/1/2022,Affiliate,70000,600,116.67,14000,345,115,345,255,3200,2900,14000,700000,3500,29000,17000,0.04808,1394.32,817.36,68606
12/1/2022,Direct,210000,1700,123.53,0,885,1327,895,805,16000,14000,0,0,0,29000,17000,0.14423,4182.67,2451.91,205817
12/1/2022,Email,310000,2800,110.71,5700,1085,4340,1095,1705,26500,21500,5700,290000,29000,29000,17000,0.21291,6174.39,3619.47,303826
12/1/2022,Organic Social,130000,1200,108.33,2800,440,1760,440,760,11000,9000,2800,140000,7000,29000,17000,0.08928,2589.12,1517.76,127411
12/1/2022,Paid Search,495000,3700,133.78,99000,2200,880,2220,1480,35000,31000,99000,1980000,39600,29000,17000,0.34,9860,5780,485140
12/1/2022,Paid Social,235000,1850,127.03,64000,1149,459,1160,690,27500,23500,64000,1800000,36000,29000,17000,0.16142,4681.18,2744.14,230319
1/1/2021,Affiliate,56000,460,121.74,11200,267,89,270,190,2500,2200,11200,560000,2800,22000,13500,0.04891,1075.02,660.29,54925
1/1/2021,Direct,170000,1300,130.77,0,690,1035,700,600,12000,10000,0,0,0,22000,13500,0.14856,3268.32,2005.56,166732
1/1/2021,Email,240000,2100,114.29,4400,890,3560,900,1200,20000,15000,4400,220000,22000,22000,13500,0.20988,4617.36,2833.38,235383
1/1/2021,Organic Social,100000,900,111.11,2200,360,1440,365,535,8000,6000,2200,110000,5500,22000,13500,0.08741,1923.02,1180.04,98077
1/1/2021,Paid Search,380000,2800,135.71,76000,1700,680,1720,1080,26000,22000,76000,1520000,30400,22000,13500,0.33217,7307.74,4484.3,372692
1/1/2021,Paid Social,190000,1400,135.71,50000,950,380,960,440,21000,17000,50000,1400000,28000,22000,13500,0.16608,3653.76,2242.08,186346
2/1/2021,Affiliate,57000,470,121.28,11400,273,91,280,190,2550,2250,11400,570000,2850,22500,13750,0.04888,1100,672.35,55900
2/1/2021,Direct,173000,1330,130.08,0,705,1057,715,615,12300,10300,0,0,0,22500,13750,0.14833,3337.43,2039.54,169663
2/1/2021,Email,245000,2150,113.95,4500,905,3620,915,1235,20500,15500,4500,225000,22500,22500,13750,0.21003,4725.68,2887.91,240274
2/1/2021,Organic Social,102000,920,110.87,2250,369,1476,375,545,8200,6200,2250,112000,5600,22500,13750,0.08744,1967.4,1202.3,100033
2/1/2021,Paid Search,388000,2860,135.66,77600,1736,694,1750,1110,26600,22600,77600,1552000,31040,22500,13750,0.33276,7487.1,4575.45,380513
2/1/2021,Paid Social,192000,1430,134.27,51000,965,386,975,455,21500,17500,51000,1430000,28600,22500,13750,0.16457,3702.83,2262.83,188297
3/1/2021,Affiliate,58000,480,120.83,11600,279,93,285,195,2600,2300,11600,580000,2900,23000,14000,0.04886,1123.78,684.04,56876
3/1/2021,Direct,176000,1360,129.41,0,720,1080,730,630,12600,10600,0,0,0,23000,14000,0.14827,3410.21,2075.78,172590
3/1/2021,Email,250000,2200,113.64,4600,920,3680,930,1270,21000,16000,4600,230000,23000,23000,14000,0.21053,4842.19,2947.42,245158
3/1/2021,Organic Social,104000,940,110.64,2300,378,1512,385,555,8400,6400,2300,114000,5700,23000,14000,0.08762,2015.26,1226.68,101985
3/1/2021,Paid Search,396000,2920,135.62,79200,1772,709,1790,1130,27200,23200,79200,1584000,31680,23000,14000,0.33361,7673.03,4670.54,388327
3/1/2021,Paid Social,195000,1460,133.56,52000,980,392,990,470,22000,18000,52000,1460000,29200,23000,14000,0.16425,3777.75,2299.5,191222
4/1/2021,Affiliate,59000,490,120.41,11800,285,95,290,200,2650,2350,11800,590000,2950,23500,14250,0.04884,1147.74,696.18,57852
4/1/2021,Direct,179000,1390,128.78,0,735,1102,745,645,12900,10900,0,0,0,23500,14250,0.14822,3483.17,2112.63,175517
4/1/2021,Email,255000,2250,113.33,4700,935,3740,945,1305,21500,16500,4700,235000,23500,23500,14250,0.21118,4962.73,3009.06,250037
4/1/2021,Organic Social,106000,960,110.42,2350,387,1548,395,565,8600,6600,2350,116000,5800,23500,14250,0.08775,2062.13,1249.11,103938
4/1/2021,Paid Search,404000,2980,135.57,80800,1808,723,1825,1155,27800,23800,80800,1616000,32320,23500,14250,0.33446,7860,4765.8,396140
4/1/2021,Paid Social,198000,1490,132.89,53000,995,398,1005,485,22500,18500,53000,1490000,29800,23500,14250,0.16393,3852.35,2335.5,194148
5/1/2021,Affiliate,60000,500,120,12000,291,97,295,205,2700,2400,12000,600000,3000,24000,14500,0.04882,1171.68,707.89,58828
5/1/2021,Direct,182000,1420,128.17,0,750,1125,760,660,13200,11200,0,0,0,24000,14500,0.14809,3554.16,2147.3,178446
5/1/2021,Email,260000,2300,113.04,4800,950,3800,960,1340,22000,17000,4800,240000,24000,24000,14500,0.21155,5077.2,3067.48,254923
5/1/2021,Organic Social,108000,980,110.2,2400,396,1584,405,575,8800,6800,2400,118000,5900,24000,14500,0.08788,2109.12,1274.26,105891
5/1/2021,Paid Search,412000,3040,135.53,82400,1844,738,1860,1180,28400,24400,82400,1648000,32960,24000,14500,0.33523,8045.52,4860.83,403954
5/1/2021,Paid Social,201000,1520,132.24,54000,1010,404,1020,500,23000,19000,54000,1520000,30400,24000,14500,0.16354,3924.96,2371.32,197075
6/1/2021,Affiliate,61000,510,119.61,12200,297,99,300,210,2750,2450,12200,610000,3050,24500,14750,0.04876,1194.62,719.21,59805
6/1/2021,Direct,185000,1450,127.59,0,765,1147,775,675,13500,11500,0,0,0,24500,14750,0.14788,3623.06,2181.23,181377
6/1/2021,Email,265000,2350,112.77,4900,965,3860,975,1375,22500,17500,4900,245000,24500,24500,14750,0.21183,5189.84,3124.51,259810
6/1/2021,Organic Social,110000,1000,110,2450,405,1620,415,585,9000,7000,2450,120000,6000,24500,14750,0.08793,2154.28,1296.97,107846
6/1/2021,Paid Search,420000,3100,135.48,84000,1880,752,1900,1200,29000,25000,84000,1680000,33600,24500,14750,0.33573,8225.38,4952.53,411775
6/1/2021,Paid Social,205000,1550,132.26,55000,1025,410,1035,515,23500,19500,55000,1550000,31000,24500,14750,0.16387,4014.82,2417.08,200985
7/1/2021,Affiliate,62000,520,119.23,12400,303,101,305,215,2800,2500,12400,620000,3100,25000,15000,0.0487,1217.5,730.5,60783
7/1/2021,Direct,188000,1480,127.03,0,780,1170,790,690,13800,11800,0,0,0,25000,15000,0.14768,3692,2215.2,184308
7/1/2021,Email,270000,2400,112.5,5000,980,3920,990,1410,23000,18000,5000,250000,25000,25000,15000,0.21209,5302.25,3181.35,264698
7/1/2021,Organic Social,112000,1020,109.8,2500,414,1656,425,595,9200,7200,2500,122000,6100,25000,15000,0.08798,2199.5,1319.7,109801
7/1/2021,Paid Search,428000,3160,135.44,85600,1916,766,1935,1225,29600,25600,85600,1712000,34240,25000,15000,0.33621,8405.25,5043.15,419595
7/1/2021,Paid Social,208000,1580,131.65,56000,1040,416,1050,530,24000,20000,56000,1580000,31600,25000,15000,0.16336,4084,2450.4,203916
8/1/2021,Affiliate,63000,530,118.87,12600,309,103,310,220,2850,2550,12600,630000,3150,25500,15250,0.04865,1240.58,745.89,61759
8/1/2021,Direct,191000,1510,126.49,0,795,1192,805,705,14100,12100,0,0,0,25500,15250,0.14757,3762.04,2250.8,187238
8/1/2021,Email,275000,2450,112.24,5100,995,3980,1005,1445,23500,18500,5100,255000,25500,25500,15250,0.21244,5417.22,3241.27,269583
8/1/2021,Organic Social,114000,1040,109.62,2550,423,1692,435,605,9400,7400,2550,124000,6200,25500,15250,0.08806,2245.54,1343.83,111754
8/1/2021,Paid Search,436000,3220,135.4,87200,1952,781,1970,1250,30200,26200,87200,1744000,34880,25500,15250,0.33694,8591.97,5140.23,427408
8/1/2021,Paid Social,211000,1610,131.06,57000,1055,422,1065,545,24500,20500,57000,1610000,32200,25500,15250,0.16301,4156.76,2487.61,206843
9/1/2021,Affiliate,64000,540,118.52,12800,315,105,315,225,2900,2600,12800,640000,3200,26000,15500,0.04859,1263.34,755.19,62737
9/1/2021,Direct,194000,1540,125.97,0,810,1215,820,720,14400,12400,0,0,0,26000,15500,0.14723,3827.98,2288.07,190172
9/1/2021,Email,280000,2500,112,5200,1010,4040,1020,1480,24000,19000,5200,260000,26000,26000,15500,0.21252,5525.52,3299.06,274474
9/1/2021,Organic Social,116000,1060,109.43,2600,432,1728,445,615,9600,7600,2600,126000,6300,26000,15500,0.08805,2289.3,1368.78,113711
9/1/2021,Paid Search,444000,3280,135.37,88800,1988,795,2005,1275,30800,26800,88800,1776000,35520,26000,15500,0.33698,8761.48,5238.19,435239
9/1/2021,Paid Social,214000,1640,130.49,58000,1070,428,1080,560,25000,21000,58000,1640000,32800,26000,15500,0.16242,4222.92,2522.51,209777
10/1/2021,Affiliate,65000,550,118.18,13000,321,107,320,230,2950,2650,13000,650000,3250,26500,15750,0.04854,1286.33,767.49,63714
10/1/2021,Direct,197000,1570,125.48,0,825,1237,835,735,14700,12700,0,0,0,26500,15750,0.14711,3898.41,2326.35,193102
10/1/2021,Email,285000,2550,111.76,5300,1025,4100,1035,1515,24500,19500,5300,265000,26500,26500,15750,0.21282,5640,3364.73,279360
10/1/2021,Organic Social,118000,1080,109.26,2650,441,1764,455,625,9800,7800,2650,128000,6400,26500,15750,0.08812,2335.19,1393.13,115665
10/1/2021,Paid Search,452000,3340,135.33,90400,2024,810,2040,1300,31400,27400,90400,1808000,36160,26500,15750,0.33753,8944.55,5336.72,443055
10/1/2021,Paid Social,217000,1670,129.94,59000,1085,434,1095,575,25500,21500,59000,1670000,33400,26500,15750,0.16203,4293.84,2561.46,212706
11/1/2021,Affiliate,66000,560,117.86,13200,327,109,325,235,3000,2700,13200,660000,3300,27000,16000,0.04856,1311.12,778.08,64689
11/1/2021,Direct,200000,1600,125,0,840,1260,850,750,15000,13000,0,0,0,27000,16000,0.14717,3973.59,2353.92,196026
11/1/2021,Email,290000,2600,111.54,5400,1040,4160,1050,1550,25000,20000,5400,270000,27000,27000,16000,0.21339,5761.53,3414.24,284238
11/1/2021,Organic Social,120000,1100,109.09,2650,450,1800,465,635,10000,8000,2650,130000,6500,27000,16000,0.0883,2384.1,1412.8,117616
11/1/2021,Paid Search,458000,3400,134.71,91600,2060,824,2080,1320,32000,28000,91600,1832000,36640,27000,16000,0.337,9100,5392,448900
11/1/2021,Paid Social,220000,1700,129.41,60000,1086,434,1100,600,26000,22000,60000,1700000,34000,27000,16000,0.16188,4370.76,2589.96,215629
12/1/2021,Affiliate,68000,580,117.24,13600,333,111,335,245,3100,2800,13600,680000,3400,28000,16500,0.04847,1357.16,800,66643
12/1/2021,Direct,205000,1650,124.24,0,855,1282,865,785,15500,13500,0,0,0,28000,16500,0.14615,4092.2,2411.48,200908
12/1/2021,Email,300000,2700,111.11,5600,1070,4280,1080,1620,26000,21000,5600,280000,28000,28000,16500,0.21389,5988.92,3529.19,294011
12/1/2021,Organic Social,125000,1150,108.7,2750,440,1760,450,700,10500,8500,2750,135000,6750,28000,16500,0.0891,2494.8,1470.15,122505
12/1/2021,Paid Search,478000,3540,135.03,95600,2108,843,2125,1415,33000,29000,95600,1912000,38240,28000,16500,0.34073,9540.44,5622.05,468459
12/1/2021,Paid Social,227000,1770,128.25,61000,1100,440,1110,660,26500,22500,61000,1720000,34400,28000,16500,0.16184,4531.52,2670.36,222468
8/1/2022,Organic Social,119000,1090,109.17,2650,432,1728,445,645,9900,7900,2650,129000,6450,26500,15750,0.08927,2365.66,1406.01,116634
8/1/2022,Paid Search,456000,3420,133.33,91200,2052,821,2070,1350,32200,28200,91200,1824000,36480,26500,15750,0.34212,9066.18,5389.38,446934
8/1/2022,Paid Social,216000,1710,126.32,59000,1089,435,1100,610,25500,21500,59000,1660000,33200,26500,15750,0.16204,4294.06,2552.13,211706
9/1/2022,Affiliate,66000,560,117.86,13200,324,108,325,235,3000,2700,13200,660000,3300,27000,16000,0.04857,1311.39,777.12,64689
9/1/2022,Direct,199000,1590,125.16,0,840,1260,850,740,14900,12900,0,0,0,27000,16000,0.14643,3953.61,2342.88,195046
9/1/2022,Email,290000,2600,111.54,5400,1040,4160,1050,1550,25000,20000,5400,270000,27000,27000,16000,0.21339,5761.53,3414.24,284238
9/1/2022,Organic Social,121000,1110,109.01,2650,441,1764,455,655,9800,7800,2650,131000,6550,27000,16000,0.08903,2403.81,1424.48,118596
9/1/2022,Paid Search,464000,3480,133.33,92800,2088,835,2105,1375,32800,28800,92800,1856000,37120,27000,16000,0.34141,9218.07,5462.56,454782
9/1/2022,Paid Social,219000,1740,125.86,60000,1104,441,1115,625,26000,22000,60000,1690000,33800,27000,16000,0.16115,4351.05,2578.4,214649
10/1/2022,Affiliate,67000,570,117.54,13400,330,110,330,240,3050,2750,13400,670000,3350,27500,16250,0.04859,1336.23,789.71,65664
10/1/2022,Direct,202000,1620,124.69,0,855,1282,865,755,15200,13200,0,0,0,27500,16250,0.14648,4028.2,2380.06,197972
10/1/2022,Email,295000,2650,111.32,5500,1055,4220,1065,1585,25500,20500,5500,275000,27500,27500,16250,0.21392,5882.8,3476.21,289117
10/1/2022,Organic Social,123000,1120,109.82,2700,420,1680,420,700,10200,8200,2700,132000,6600,27500,16250,0.0892,2453,1449.5,120547
10/1/2022,Paid Search,472000,3540,133.33,94400,2124,850,2140,1400,33400,29400,94400,1888000,37760,27500,16250,0.34227,9412.43,5561.89,462588
10/1/2022,Paid Social,222000,1770,125.42,61000,1119,447,1130,640,26500,22500,61000,1720000,34400,27500,16250,0.16099,4427.23,2616.09,217573
11/1/2022,Affiliate,68000,580,117.24,13600,336,112,335,245,3100,2800,13600,680000,3400,28000,16500,0.04847,1357.16,800,66643
11/1/2022,Direct,205000,1650,124.24,0,870,1305,880,770,15500,13500,0,0,0,28000,16500,0.14615,4092.2,2411.48,200908
11/1/2022,Email,300000,2700,111.11,5600,1070,4280,1080,1620,26000,21000,5600,280000,28000,28000,16500,0.21389,5988.92,3529.19,294011
11/1/2022,Organic Social,125000,1150,108.7,2750,430,1720,430,720,10500,8500,2750,135000,6750,28000,16500,0.0891,2494.8,1470.15,122505
11/1/2022,Paid Search,480000,3600,133.33,96000,2160,864,2180,1420,34000,30000,96000,1920000,38400,28000,16500,0.34219,9581.32,5646.14,470419
11/1/2022,Paid Social,225000,1800,125,62000,1134,454,1145,655,27000,23000,62000,1750000,35000,28000,16500,0.1604,4491.2,2646.6,220509
12/1/2022,Affiliate,70000,600,116.67,14000,345,115,345,255,3200,2900,14000,700000,3500,29000,17000,0.04808,1394.32,817.36,68606
12/1/2022,Direct,210000,1700,123.53,0,885,1327,895,805,16000,14000,0,0,0,29000,17000,0.14423,4182.67,2451.91,205817
12/1/2022,Email,310000,2800,110.71,5700,1085,4340,1095,1705,26500,21500,5700,290000,29000,29000,17000,0.21291,6174.39,3619.47,303826
12/1/2022,Organic Social,130000,1200,108.33,2800,440,1760,440,760,11000,9000,2800,140000,7000,29000,17000,0.08928,2589.12,1517.76,127411
12/1/2022,Paid Search,495000,3700,133.78,99000,2200,880,2220,1480,35000,31000,99000,1980000,39600,29000,17000,0.34,9860,5780,485140
12/1/2022,Paid Social,235000,1850,127.03,64000,1149,459,1160,690,27500,23500,64000,1800000,36000,29000,17000,0.16142,4681.18,2744.14,230319
1/1/2023,Affiliate,60000,500,120,12000,285,95,290,210,2700,2400,12000,600000,3000,24000,14500,0.04898,1175.52,700.21,58824
