order_id,user_id,order_datetime,gross_revenue
order_3167,user_38164,2023-09-26 01:52:11,139.55
order_3168,user_19617,2023-08-13 08:34:58,267.92
order_3169,user_41726,2023-12-20 00:41:35,177.68
order_3170,user_41855,2023-12-14 01:44:12,75.38
order_3171,user_45153,2023-03-19 23:30:42,297.44
order_3172,user_8323,2023-12-22 09:08:03,185.58
order_3173,user_48400,2023-10-23 02:22:33,117.2
order_3174,user_23435,2023-05-16 21:35:48,172.67
order_3175,user_6995,2023-10-10 15:25:47,244.21
order_3176,user_48756,2023-02-24 11:20:57,165.27
order_3177,user_4771,2023-06-03 16:09:47,221.3
order_3178,user_685,2023-08-19 02:34:58,192.69
order_3179,user_26809,2023-09-18 14:27:27,155.06
order_3180,user_48765,2023-11-02 12:21:33,62.14
order_3181,user_15954,2023-09-30 12:21:30,230.46
order_3182,user_24551,2023-10-20 10:12:23,197.99
order_3183,user_48431,2023-03-03 23:00:29,127.24
order_3184,user_11932,2023-03-11 22:52:40,149.43
order_3185,user_16509,2023-02-07 09:17:35,175.43
order_3186,user_38804,2023-09-17 20:32:38,56.15
order_3187,user_34113,2023-08-21 20:29:07,146.22
order_3188,user_14247,2023-04-05 03:27:49,289.69
order_3189,user_47539,2023-01-14 04:12:45,224.8
order_3190,user_2290,2023-10-07 14:37:03,75.0
order_3191,user_35555,2023-05-07 04:39:25,193.72
order_3192,user_11192,2023-09-17 03:52:19,280.25
order_3193,user_20835,2023-06-15 03:58:11,261.17
order_3194,user_26826,2023-12-31 17:32:38,81.44
order_3195,user_33658,2023-09-10 09:37:56,106.2
order_3196,user_42848,2023-10-28 02:07:02,148.32
order_3197,user_11377,2023-11-12 07:20:26,176.31
order_3198,user_46327,2023-03-15 08:12:25,248.03
order_3199,user_27218,2023-02-14 19:56:18,53.02
order_3200,user_17081,2023-12-25 06:07:19,294.9
order_3201,user_19598,2023-12-19 13:19:01,256.71
order_3202,user_47386,2023-08-23 11:12:05,112.18
order_3203,user_38968,2023-05-09 00:26:10,101.38
order_3204,user_27785,2023-08-23 10:05:33,299.55
order_3205,user_26387,2023-01-15 08:10:47,180.73
order_3206,user_16249,2023-12-02 15:14:30,75.73
order_3207,user_33303,2023-12-13 11:54:03,104.52
order_3208,user_33495,2023-07-06 13:46:31,145.29
order_3209,user_28748,2023-08-18 19:55:23,73.49
order_3210,user_22094,2023-07-31 14:26:01,85.0
order_3211,user_14117,2023-07-10 16:17:05,285.2
order_3212,user_22270,2023-05-29 10:58:00,73.55
order_3213,user_32375,2023-01-25 08:54:15,266.35
order_3214,user_32694,2023-03-01 19:08:34,72.92
order_3215,user_11078,2023-03-15 01:44:23,94.61
order_3216,user_49017,2023-10-15 10:19:44,88.79
order_3217,user_49429,2023-04-15 02:04:28,173.88
order_3218,user_2554,2023-02-25 10:38:40,282.54
order_3219,user_30407,2023-04-23 01:30:33,50.08
order_3220,user_41270,2023-04-30 03:49:07,215.0
order_3221,user_44866,2023-02-08 09:12:17,132.01
order_3222,user_40525,2023-02-18 04:47:32,107.03
order_3223,user_70,2023-06-08 10:20:16,145.38
order_3224,user_41229,2023-10-13 20:13:49,204.24
order_3225,user_42767,2023-01-05 17:28:31,262.59
order_3226,user_21099,2023-10-04 13:41:34,299.41
order_3227,user_30389,2023-08-14 17:40:30,70.51
order_3228,user_43329,2023-11-20 06:37:25,94.9
order_3229,user_27127,2023-01-31 12:42:48,167.03
order_3230,user_46990,2023-02-07 15:39:40,189.57
order_3231,user_32675,2023-10-24 13:11:09,233.04
order_3232,user_37481,2023-10-18 09:37:03,88.44
order_3233,user_24009,2023-04-02 23:59:31,161.35
order_3234,user_41068,2023-06-01 09:04:57,187.09
order_3235,user_26355,2023-01-05 17:32:24,187.67
order_3236,user_41292,2023-07-24 06:00:44,241.32
order_3237,user_2244,2023-08-17 21:54:43,153.88
order_3238,user_22405,2023-01-30 18:32:48,206.13
order_3239,user_3162,2023-10-09 06:21:26,65.48
order_3240,user_40869,2023-08-29 03:25:59,195.13
order_3241,user_47328,2023-09-15 09:49:21,134.24
order_3242,user_31166,2023-08-30 20:04:10,63.72
order_3243,user_49095,2023-04-29 00:46:36,160.66
order_3244,user_23484,2023-05-24 13:12:51,190.6
order_3245,user_47210,2023-07-31 13:44:48,155.93
order_3246,user_14263,2023-03-12 13:10:24,91.98
order_3247,user_24186,2023-04-18 06:59:13,120.86
order_3248,user_49672,2023-07-13 03:33:44,225.29
order_3249,user_30849,2023-10-24 22:56:26,72.34
order_3250,user_6934,2023-02-18 12:47:49,295.22
order_3251,user_3614,2023-12-21 19:16:37,218.36
order_3252,user_26000,2023-02-11 13:48:08,107.66
order_3253,user_7264,2023-02-21 02:50:18,279.52
order_3254,user_27107,2023-03-25 12:25:12,92.68
order_3255,user_29779,2023-06-19 11:24:02,104.38
order_3256,user_11116,2023-11-08 15:32:08,251.88
order_3257,user_2455,2023-11-27 01:39:29,137.0
order_3258,user_6368,2023-10-20 06:37:06,170.18
order_3259,user_7162,2023-04-06 09:50:09,52.97
order_3260,user_4590,2023-10-27 04:48:42,88.24
order_3261,user_39692,2023-09-22 02:45:12,155.03
order_3262,user_35048,2023-08-11 14:31:56,160.19
order_3263,user_41013,2023-09-05 04:16:54,177.93
order_3264,user_19628,2023-05-30 11:52:32,105.84
order_3265,user_12716,2023-03-16 09:09:04,122.42
order_3266,user_28414,2023-04-20 05:25:47,293.85
order_3267,user_10872,2023-11-03 22:22:28,196.47
order_3268,user_28819,2023-06-10 16:39:37,128.76
order_3269,user_18319,2023-11-14 22:43:17,184.66
order_3270,user_4974,2023-09-10 23:26:10,177.29
order_3271,user_20674,2023-11-03 08:58:45,198.91
order_3272,user_9911,2023-08-19 20:00:15,138.36
order_3273,user_9271,2023-05-20 21:35:43,206.08
order_3274,user_22294,2023-08-08 17:22:56,142.73
order_3275,user_48374,2023-12-13 04:49:11,268.34
order_3276,user_31071,2023-04-15 22:07:37,124.59
order_3277,user_7423,2023-12-31 04:07:48,128.21
order_3278,user_45361,2023-10-28 20:20:39,85.99
order_3279,user_25905,2023-04-03 05:10:22,158.98
order_3280,user_10085,2023-08-20 17:03:33,111.32
order_3281,user_17126,2023-03-18 01:42:08,110.59
order_3282,user_14485,2023-07-16 15:30:49,277.23
order_3283,user_8811,2023-09-12 04:24:15,184.61
order_3284,user_48043,2023-03-07 13:58:25,170.0
order_3285,user_17594,2023-10-26 20:54:36,91.13
order_3286,user_38110,2023-03-25 17:53:16,182.88
order_3287,user_17762,2023-06-20 15:15:53,252.72
order_3288,user_5009,2023-04-08 11:15:27,168.6
order_3289,user_30132,2023-07-08 06:48:28,77.79
order_3290,user_13286,2023-04-07 02:01:43,58.94
order_3291,user_39210,2023-01-18 23:54:46,220.18
order_3292,user_42830,2023-10-08 15:36:09,138.23
order_3293,user_6095,2023-09-01 08:02:39,234.09
order_3294,user_8960,2023-08-22 20:13:14,62.59
order_3295,user_29815,2023-01-14 02:14:40,234.99
order_3296,user_47437,2023-10-08 15:13:02,88.21
order_3297,user_41055,2023-07-15 18:55:59,243.95
order_3298,user_25757,2023-01-11 01:56:34,229.66
order_3299,user_34659,2023-06-08 18:31:06,146.66
order_3300,user_15720,2023-12-11 12:20:19,287.03
order_3301,user_15011,2023-07-11 23:03:01,262.93
order_3302,user_16471,2023-12-05 14:11:51,185.1
order_3303,user_44715,2023-08-16 01:32:36,257.18
order_3304,user_11362,2023-03-10 18:50:51,97.37
order_3305,user_33913,2023-06-27 06:41:19,209.43
order_3306,user_28571,2023-05-23 11:25:41,74.39
order_3307,user_18221,2023-06-02 12:01:03,134.03
order_3308,user_34318,2023-04-19 20:48:08,244.93
order_3309,user_30152,2023-07-19 14:17:14,263.58
order_3310,user_2482,2023-11-20 20:33:33,192.84
order_3311,user_19739,2023-11-03 17:36:30,161.96
order_3312,user_26219,2023-06-04 05:51:53,57.73
order_3313,user_42842,2023-06-22 19:45:56,170.19
order_3314,user_43837,2023-07-26 16:52:16,54.12
order_3315,user_983,2023-07-27 11:18:35,122.89
order_3316,user_1724,2023-02-15 08:31:32,65.61
order_3317,user_30218,2023-06-22 14:00:54,187.56
order_3318,user_4229,2023-11-20 10:55:57,292.62
order_3319,user_6845,2023-05-23 04:32:25,250.49
order_3320,user_4518,2023-01-17 15:52:56,168.7
order_3321,user_7182,2023-06-02 09:36:31,55.69
order_3322,user_637,2023-06-29 05:05:31,241.36
order_3323,user_25510,2023-03-04 21:05:09,120.96
order_3324,user_20934,2023-06-24 15:45:03,112.93
order_3325,user_27533,2023-02-20 16:55:05,291.26
order_3326,user_7271,2023-03-18 22:40:07,51.25
order_3327,user_28972,2023-05-31 01:07:04,294.52
order_3328,user_19262,2023-04-20 09:21:07,188.92
order_3329,user_13558,2023-07-05 16:55:10,264.5
order_3330,user_23773,2023-02-16 00:48:18,79.99
order_3331,user_47413,2023-02-26 10:37:20,199.1
order_3332,user_2880,2023-10-09 07:53:06,156.09
order_3333,user_46448,2023-04-12 11:39:22,56.38
order_3334,user_25722,2023-07-01 00:32:52,92.17
order_3335,user_19369,2023-12-27 21:17:56,177.22
order_3336,user_11839,2023-12-22 00:16:38,207.11
order_3337,user_24526,2023-10-15 07:26:02,210.99
order_3338,user_48540,2023-10-18 20:22:40,127.75
order_3339,user_12060,2023-05-28 13:11:04,109.99
order_3340,user_49313,2023-02-22 01:31:00,85.11
order_3341,user_14863,2023-06-13 23:24:04,99.26
order_3342,user_38522,2023-02-15 11:59:56,194.47
order_3343,user_11118,2023-01-28 20:38:28,268.07
order_3344,user_10643,2023-08-04 15:56:07,158.18
order_3345,user_1705,2023-09-11 17:05:14,205.08
order_3346,user_36110,2023-04-01 20:39:52,80.61
order_3347,user_39473,2023-11-24 11:46:18,51.49
order_3348,user_37348,2023-09-06 10:35:02,154.53
order_3349,user_21290,2023-01-09 02:34:39,165.89
order_3350,user_23470,2023-09-27 23:53:19,134.67
order_3351,user_32426,2023-10-10 03:36:38,62.14
order_3352,user_19518,2023-05-16 09:37:14,174.76
order_3353,user_24632,2023-11-07 18:13:45,98.62
order_3354,user_33574,2023-09-22 20:56:11,161.46
order_3355,user_29390,2023-03-23 05:32:36,299.86
order_3356,user_6206,2023-05-01 19:52:47,244.95
order_3357,user_34445,2023-07-08 17:20:28,147.84
order_3358,user_29646,2023-07-26 21:48:24,218.91
order_3359,user_9691,2023-12-30 02:06:24,278.74
order_3360,user_7763,2023-06-09 02:22:13,109.37
order_3361,user_3554,2023-08-19 01:05:42,242.48
order_3362,user_26291,2023-04-01 03:11:00,268.56
order_3363,user_40239,2023-07-19 06:28:56,196.12
order_3364,user_6543,2023-08-21 03:48:48,284.7
order_3365,user_32183,2023-02-28 17:08:45,219.21
order_3366,user_46465,2023-03-26 15:02:23,164.84
order_3367,user_43958,2023-03-16 14:56:36,254.18
order_3368,user_17253,2023-09-05 18:51:33,228.83
order_3369,user_17866,2023-07-09 00:37:00,180.7
order_3370,user_4516,2023-10-22 19:57:54,171.8
order_3371,user_13873,2023-09-20 17:47:55,82.85
order_3372,user_18552,2023-11-20 00:55:57,149.26
order_3373,user_24444,2023-09-29 13:17:38,127.47
order_3374,user_16041,2023-10-04 23:33:10,197.56
order_3375,user_8191,2023-07-16 01:00:50,236.24
order_3376,user_23494,2023-07-31 08:05:53,143.15
order_3377,user_17132,2023-12-22 02:33:12,66.0
order_3378,user_47266,2023-01-12 08:41:21,85.54
order_3379,user_7238,2023-07-07 01:26:29,85.39
order_3380,user_5629,2023-07-17 08:19:45,160.24
order_3381,user_37972,2023-05-30 09:44:38,211.29
order_3382,user_47361,2023-07-23 23:12:18,191.72
order_3383,user_12361,2023-10-28 23:40:18,118.85
order_3384,user_5523,2023-12-15 18:50:54,274.99
order_3385,user_42732,2023-05-31 17:48:04,118.26
order_3386,user_23106,2023-09-10 00:08:37,142.16
order_3387,user_24617,2023-01-19 18:42:52,157.51
order_3388,user_6837,2023-05-20 03:43:44,174.74
order_3389,user_39103,2023-06-20 19:08:31,283.08
order_3390,user_2433,2023-05-26 03:17:18,114.1
order_3391,user_35171,2023-10-18 03:51:16,95.13
order_3392,user_12461,2023-03-03 16:58:01,165.25
order_3393,user_14676,2023-07-09 03:04:31,200.46
order_3394,user_33858,2023-02-24 05:25:41,215.68
order_3395,user_32420,2023-04-03 14:10:16,176.4
order_3396,user_6645,2023-11-05 07:59:06,231.97
order_3397,user_678,2023-02-18 06:10:09,84.3
order_3398,user_11427,2023-02-16 04:53:28,295.39
order_3399,user_12911,2023-05-29 15:38:19,248.85
order_3400,user_8198,2023-06-09 11:20:04,53.22
order_3401,user_41440,2023-04-04 22:56:58,160.5
order_3402,user_14946,2023-02-18 08:41:39,278.37
order_3403,user_6839,2023-01-14 05:25:13,234.09
order_3404,user_40594,2023-05-25 05:27:42,66.05
order_3405,user_9516,2023-04-10 15:45:13,94.79
order_3406,user_35095,2023-12-01 01:57:35,234.64
order_3407,user_34632,2023-06-25 08:48:22,84.76
order_3408,user_22499,2023-11-22 05:17:06,101.88
order_3409,user_34357,2023-02-27 06:18:19,53.48
order_3410,user_23847,2023-11-28 10:30:10,243.44
order_3411,user_2920,2023-01-01 04:22:03,239.41
order_3412,user_12370,2023-10-29 07:30:46,232.89
order_3413,user_19876,2023-09-26 20:32:14,127.42
order_3414,user_34866,2023-07-22 15:32:08,64.15
order_3415,user_12745,2023-02-22 00:32:17,233.26
order_3416,user_40279,2023-02-17 21:08:19,125.33
order_3417,user_6219,2023-02-09 05:59:29,96.84
order_3418,user_19898,2023-11-11 20:27:21,224.81
order_3419,user_9666,2023-04-21 23:51:56,294.2
order_3420,user_35629,2023-09-07 06:50:11,222.87
order_3421,user_46519,2023-05-27 09:20:43,295.25
order_3422,user_8478,2023-07-13 20:05:13,189.62
order_3423,user_16227,2023-07-03 16:23:13,278.27
order_3424,user_28092,2023-02-21 18:29:41,285.38
order_3425,user_33183,2023-10-22 17:47:30,139.49
order_3426,user_9890,2023-06-15 00:55:15,67.11
order_3427,user_43461,2023-10-09 13:33:33,166.19
order_3428,user_19489,2023-08-11 17:56:24,149.02
order_3429,user_28005,2023-05-06 18:38:39,142.74
order_3430,user_37570,2023-01-17 14:25:49,93.47
order_3431,user_9585,2023-02-06 15:31:16,235.6
order_3432,user_6610,2023-02-04 03:13:53,101.81
order_3433,user_33139,2023-09-09 05:57:18,268.19
order_3434,user_9061,2023-04-18 13:39:45,135.44
order_3435,user_9563,2023-05-05 14:02:08,61.21
order_3436,user_39863,2023-11-26 07:13:42,89.24
order_3437,user_19513,2023-01-10 11:05:33,275.92
order_3438,user_41204,2023-11-22 05:16:27,157.28
order_3439,user_6727,2023-12-15 07:21:33,269.72
order_3440,user_49245,2023-06-26 12:26:21,66.76
order_3441,user_10957,2023-02-12 18:17:09,98.57
order_3442,user_16280,2023-01-15 14:41:19,214.93
order_3443,user_2076,2023-11-18 13:59:27,271.48
order_3444,user_6280,2023-03-22 11:58:13,213.34
order_3445,user_8169,2023-03-28 20:16:34,168.04
order_3446,user_31929,2023-05-04 00:43:54,64.16
order_3447,user_37479,2023-12-23 23:51:58,180.15
order_3448,user_40792,2023-02-06 07:35:33,166.85
order_3449,user_17653,2023-12-23 16:17:03,272.16
order_3450,user_21040,2023-07-16 08:23:26,214.67
order_3451,user_5036,2023-02-18 23:29:50,91.3
order_3452,user_33203,2023-12-03 07:46:55,253.15
order_3453,user_44907,2023-08-07 12:00:52,93.46
order_3454,user_25792,2023-08-15 11:15:24,140.47
order_3455,user_26458,2023-07-21 03:34:13,271.22
order_3456,user_41321,2023-01-31 04:54:32,129.35
order_3457,user_6647,2023-11-07 09:22:29,101.57
order_3458,user_44033,2023-06-30 03:52:32,72.48
order_3459,user_882,2023-01-15 19:30:25,179.06
order_3460,user_24093,2023-12-08 14:48:53,77.65
order_3461,user_42019,2023-08-29 10:01:52,56.43
order_3462,user_23641,2023-08-05 13:37:43,83.66
order_3463,user_18213,2023-09-02 08:14:24,160.75
order_3464,user_28776,2023-03-12 05:21:27,122.95
order_3465,user_15923,2023-01-30 06:12:46,200.06
order_3466,user_42003,2023-07-01 18:50:01,192.02
order_3467,user_22053,2023-02-12 15:57:59,264.67
order_3468,user_3939,2023-08-12 01:29:09,292.73
order_3469,user_5688,2023-11-27 02:34:13,103.1
order_3470,user_3593,2023-06-10 01:46:25,93.79
order_3471,user_3521,2023-07-26 01:00:12,144.07
order_3472,user_11596,2023-01-30 01:40:17,206.02
order_3473,user_944,2023-09-30 06:06:38,210.85
order_3474,user_46267,2023-04-02 09:01:58,247.92
order_3475,user_18628,2023-06-19 05:07:18,114.39
order_3476,user_6877,2023-08-28 22:08:38,294.98
order_3477,user_20825,2023-04-21 01:42:33,106.97
order_3478,user_8589,2023-12-25 12:39:10,228.9
order_3479,user_16234,2023-08-13 01:23:48,59.26
order_3480,user_11976,2023-10-10 07:04:42,254.76
order_3481,user_13665,2023-09-06 17:35:54,232.69
order_3482,user_18426,2023-01-17 11:17:00,158.45
order_3483,user_30180,2023-01-15 02:25:37,85.31
order_3484,user_14786,2023-05-11 08:26:08,83.35
order_3485,user_45321,2023-10-24 21:14:25,281.06
order_3486,user_29699,2023-05-05 16:30:04,75.87
order_3487,user_38496,2023-10-03 15:20:35,85.73
order_3488,user_47035,2023-10-16 03:46:02,178.28
order_3489,user_46324,2023-04-07 04:50:25,294.54
order_3490,user_2471,2023-12-24 14:32:12,284.91
order_3491,user_11925,2023-04-14 17:12:38,134.04
order_3492,user_46359,2023-12-09 13:23:56,55.03
order_3493,user_49468,2023-10-28 00:18:40,87.88
order_3494,user_12374,2023-09-23 11:26:33,78.43
order_3495,user_12912,2023-04-02 07:04:51,177.72
order_3496,user_43436,2023-02-20 05:21:04,264.72
order_3497,user_12359,2023-07-31 03:08:19,160.65
order_3498,user_35156,2023-10-01 20:55:52,230.28
order_3499,user_27099,2023-06-27 08:36:35,146.14
order_3500,user_10050,2023-12-14 12:35:46,185.05
order_3501,user_33716,2023-10-21 08:12:34,199.12
order_3502,user_14462,2023-04-18 20:28:37,243.75
order_3503,user_24202,2023-06-14 02:04:50,167.31
order_3504,user_35832,2023-11-05 01:12:15,190.67
order_3505,user_26495,2023-10-16 14:46:50,175.89
order_3506,user_24919,2023-02-27 18:37:16,118.96
order_3507,user_21323,2023-08-26 07:46:24,196.24
order_3508,user_13902,2023-01-14 02:29:42,209.5
order_3509,user_22065,2023-06-29 10:39:51,157.91
order_3510,user_45984,2023-01-20 21:54:56,276.96
order_3511,user_14527,2023-07-15 13:37:50,165.43
order_3512,user_36159,2023-12-23 20:38:37,297.69
order_3513,user_44025,2023-01-14 09:47:21,130.11
order_3514,user_29465,2023-11-23 00:08:36,75.94
order_3515,user_9397,2023-05-22 12:44:11,80.23
order_3516,user_38617,2023-11-28 18:25:59,216.53
order_3517,user_45306,2023-10-30 15:33:27,123.94
order_3518,user_3561,2023-04-30 19:10:36,167.73
order_3519,user_47829,2023-10-05 09:59:45,221.86
order_3520,user_20997,2023-04-04 16:30:40,70.33
order_3521,user_531,2023-06-03 11:18:24,277.79
order_3522,user_7512,2023-10-12 19:29:01,87.49
order_3523,user_45813,2023-07-18 11:45:18,286.38
order_3524,user_22388,2023-09-10 12:08:24,211.21
order_3525,user_29643,2023-12-18 09:36:33,237.8
order_3526,user_10263,2023-08-26 08:08:20,248.04
order_3527,user_23595,2023-10-29 15:08:19,91.18
order_3528,user_24792,2023-11-01 21:27:43,296.54
order_3529,user_13657,2023-03-09 21:39:03,140.8
order_3530,user_4511,2023-01-13 20:14:51,201.67
order_3531,user_13675,2023-10-30 19:00:54,125.3
order_3532,user_18497,2023-10-16 18:03:24,287.96
order_3533,user_18387,2023-03-05 01:39:50,233.2
order_3534,user_10013,2023-02-01 07:33:44,290.92
order_3535,user_27456,2023-02-14 20:55:33,255.68
order_3536,user_31653,2023-09-25 23:02:51,91.49
order_3537,user_9708,2023-09-15 23:02:33,200.78
order_3538,user_31902,2023-11-13 00:13:22,96.37
order_3539,user_26689,2023-10-12 02:07:19,147.96
order_3540,user_19424,2023-04-01 17:42:03,157.27
order_3541,user_37626,2023-11-10 05:30:55,211.01
order_3542,user_45549,2023-09-13 09:26:57,83.51
order_3543,user_47349,2023-12-20 06:48:20,100.81
order_3544,user_15634,2023-09-12 18:36:38,158.63
order_3545,user_22759,2023-01-03 00:18:55,200.85
order_3546,user_35475,2023-03-26 03:54:21,180.19
order_3547,user_37381,2023-04-30 21:32:40,248.55
order_3548,user_4273,2023-04-18 01:22:35,218.0
order_3549,user_42533,2023-07-16 17:56:21,94.51
order_3550,user_17756,2023-08-20 16:36:43,128.29
order_3551,user_29290,2023-05-12 16:42:34,94.99
order_3552,user_40911,2023-03-10 04:40:38,120.87
order_3553,user_24259,2023-03-02 00:47:16,155.54
order_3554,user_13841,2023-10-11 14:11:32,51.13
order_3555,user_45460,2023-12-19 13:27:40,251.95
order_3556,user_48268,2023-02-02 01:11:19,121.95
order_3557,user_103,2023-05-20 02:15:07,236.57
order_3558,user_7707,2023-07-13 10:16:57,284.57
order_3559,user_9937,2023-12-08 19:55:44,137.47
order_3560,user_25299,2023-02-23 08:55:23,236.24
order_3561,user_4828,2023-02-25 22:39:35,257.61
order_3562,user_2513,2023-05-05 08:28:18,181.26
order_3563,user_33864,2023-06-13 18:28:50,243.18
order_3564,user_25325,2023-06-21 07:21:13,138.15
order_3565,user_21786,2023-05-15 06:33:19,238.87
order_3566,user_43965,2023-08-15 05:32:28,247.77
order_3567,user_39146,2023-11-25 15:59:16,275.73
order_3568,user_39621,2023-02-20 02:02:10,90.99
order_3569,user_31910,2023-07-21 18:35:51,97.25
order_3570,user_5810,2023-05-07 07:00:47,280.36
order_3571,user_49438,2023-08-30 15:19:47,122.67
order_3572,user_23520,2023-02-14 17:10:33,267.75
order_3573,user_30637,2023-12-09 03:26:51,297.69
order_3574,user_20088,2023-04-09 12:58:54,130.18
order_3575,user_28562,2023-09-19 04:24:04,86.72
order_3576,user_47847,2023-02-08 06:54:06,69.0
order_3577,user_22343,2023-06-06 03:14:39,84.13
order_3578,user_19126,2023-05-10 02:46:33,267.39
order_3579,user_10343,2023-12-20 04:53:54,170.4
order_3580,user_48779,2023-03-02 00:26:13,199.09
order_3581,user_49974,2023-10-08 14:25:40,94.39
order_3582,user_30283,2023-04-26 03:21:06,123.9
order_3583,user_4622,2023-10-29 10:29:41,126.57
order_3584,user_30757,2023-11-21 05:12:13,110.37
order_3585,user_3644,2023-02-05 13:09:27,121.8
order_3586,user_49049,2023-11-25 09:18:00,133.4
order_3587,user_40886,2023-10-10 02:24:50,54.19
order_3588,user_6718,2023-05-23 09:43:25,221.02
order_3589,user_17674,2023-05-15 11:57:41,82.6
order_3590,user_2645,2023-12-16 12:43:08,142.46
order_3591,user_3939,2023-07-21 21:26:16,247.93
order_3592,user_48099,2023-12-01 09:26:30,209.93
order_3593,user_21097,2023-11-08 22:06:18,188.5
order_3594,user_48332,2023-07-03 12:22:22,129.36
order_3595,user_26472,2023-06-10 10:40:16,165.86
order_3596,user_33166,2023-05-19 00:10:18,243.22
order_3597,user_45108,2023-09-08 04:31:07,72.97
order_3598,user_22279,2023-02-11 16:31:33,159.18
order_3599,user_3094,2023-01-20 02:27:56,256.17
order_3600,user_40091,2023-04-04 13:58:50,193.01
order_3601,user_8841,2023-01-14 13:04:56,281.75
order_3602,user_13615,2023-10-31 10:32:30,228.47
order_3603,user_41757,2023-11-03 12:41:09,155.89
order_3604,user_37286,2023-01-13 07:37:59,87.76
order_3605,user_45483,2023-10-18 20:47:07,240.64
order_3606,user_7037,2023-09-28 12:44:32,72.79
order_3607,user_1650,2023-10-11 09:11:09,127.35
order_3608,user_34414,2023-03-02 09:08:05,63.66
order_3609,user_11081,2023-03-19 00:33:11,209.77
order_3610,user_42368,2023-11-12 10:32:54,82.18
order_3611,user_45825,2023-06-26 16:51:56,299.78
order_3612,user_247,2023-07-28 14:02:23,179.63
order_3613,user_25434,2023-06-19 02:55:35,63.97
order_3614,user_41492,2023-12-18 23:55:59,69.07
order_3615,user_32521,2023-04-13 05:22:36,221.21
order_3616,user_40920,2023-08-13 08:45:01,193.68
order_3617,user_3301,2023-10-27 01:26:02,283.07
order_3618,user_25943,2023-08-24 12:41:38,230.67
order_3619,user_44517,2023-11-28 14:05:03,159.74
order_3620,user_16119,2023-10-14 12:44:40,69.84
order_3621,user_32459,2023-02-26 10:56:00,52.81
order_3622,user_27591,2023-11-05 21:26:10,152.16
order_3623,user_28976,2023-09-07 09:44:33,253.85
order_3624,user_30671,2023-03-17 14:42:05,292.7
order_3625,user_36666,2023-01-07 07:31:20,290.78
order_3626,user_38890,2023-07-02 13:53:30,152.42
order_3627,user_49602,2023-09-17 03:26:07,215.56
order_3628,user_28169,2023-03-15 04:31:48,214.56
order_3629,user_12569,2023-02-04 18:43:07,93.07
order_3630,user_48748,2023-05-07 13:41:12,103.96
order_3631,user_14117,2023-12-27 08:29:53,97.92
order_3632,user_48503,2023-10-22 16:17:48,174.39
order_3633,user_38511,2023-10-13 20:00:53,202.58
order_3634,user_26830,2023-01-03 16:31:25,205.48
order_3635,user_3940,2023-07-13 03:31:07,69.71
order_3636,user_33677,2023-12-18 05:33:25,85.56
order_3637,user_21077,2023-08-26 22:39:18,96.12
order_3638,user_46909,2023-01-30 17:24:26,200.55
order_3639,user_25256,2023-10-30 09:34:52,57.71
order_3640,user_48938,2023-07-18 04:13:47,84.12
order_3641,user_2022,2023-07-23 00:40:23,109.99
order_3642,user_8022,2023-01-20 05:06:00,153.34
order_3643,user_42453,2023-10-25 00:50:15,75.98
order_3644,user_29117,2023-12-26 15:58:33,225.5
order_3645,user_16319,2023-11-11 14:25:40,195.25
order_3646,user_12983,2023-08-12 09:57:37,88.37
order_3647,user_43432,2023-08-24 04:41:45,92.75
order_3648,user_27174,2023-11-26 03:51:23,199.59
order_3649,user_4339,2023-06-05 11:04:25,264.04
order_3650,user_27393,2023-09-21 01:57:31,115.1
order_3651,user_25172,2023-12-25 09:12:19,122.4
order_3652,user_20122,2023-12-27 02:26:15,285.69
order_3653,user_31051,2023-10-14 10:00:20,215.03
order_3654,user_5011,2023-02-05 00:36:12,244.34
order_3655,user_17227,2023-07-09 15:38:32,154.96
order_3656,user_5589,2023-05-08 21:50:45,71.89
order_3657,user_33609,2023-08-09 07:07:32,246.63
order_3658,user_35782,2023-09-13 07:13:49,285.99
order_3659,user_8827,2023-06-17 22:57:53,208.73
order_3660,user_43831,2023-03-24 00:51:34,188.52
order_3661,user_15813,2023-08-16 01:40:05,205.33
order_3662,user_19956,2023-08-14 09:05:03,286.49
order_3663,user_6534,2023-03-09 17:51:25,141.63
order_3664,user_14954,2023-03-13 03:02:46,93.66
order_3665,user_6397,2023-11-09 06:59:40,109.9
order_3666,user_47277,2023-09-19 21:46:28,92.36
order_3667,user_26869,2023-11-06 15:03:03,272.52
order_3668,user_32542,2023-09-12 19:30:44,164.02
order_3669,user_15970,2023-08-13 00:33:42,269.9
order_3670,user_19751,2023-02-06 01:45:46,119.06
order_3671,user_45373,2023-03-19 18:12:11,276.38
order_3672,user_39366,2023-06-17 17:21:51,119.11
order_3673,user_18738,2023-06-04 11:07:23,143.26
order_3674,user_47353,2023-07-01 19:35:04,180.92
order_3675,user_44726,2023-10-12 09:03:57,118.39
order_3676,user_37409,2023-02-03 17:51:42,186.11
order_3677,user_11691,2023-02-04 04:12:34,173.48
order_3678,user_1048,2023-10-20 20:21:05,154.62
order_3679,user_8822,2023-06-18 05:25:02,79.74
order_3680,user_23530,2023-07-10 08:43:05,75.99
order_3681,user_48642,2023-02-20 08:45:14,169.63
order_3682,user_11497,2023-05-20 06:18:37,297.22
order_3683,user_11663,2023-11-24 03:48:06,218.3
order_3684,user_47226,2023-08-02 14:11:15,293.57
